path_id,video_id,overlaps,channel_id,date
qw31WPRBgdo:yIViQJaccZQ,qw31WPRBgdo,265,UCu17Sme-KE87ca9OTzP0p7g,2022-03-16
CVMXOO8xPtQ:byPF27PYV0Q,CVMXOO8xPtQ,112,UCuQYHhF6on6EXXO-_i_ClHQ,2022-03-16
1SKN6W6OWHI:eWO6_A55rbw,1SKN6W6OWHI,309,UCodkNmk9oWRTIYZdr_HuSlg,2022-03-16
1SKN6W6OWHI:jHH5BSWT-FA,1SKN6W6OWHI,68,UCodkNmk9oWRTIYZdr_HuSlg,2022-03-16
eWO6_A55rbw:jHH5BSWT-FA,eWO6_A55rbw,154,UCR9Gcq0CMm6YgTzsDxAxjOQ,2022-03-16
YvhwPOkht8M:1SKN6W6OWHI,1SKN6W6OWHI,234,UCodkNmk9oWRTIYZdr_HuSlg,2022-03-16
YvhwPOkht8M:FV6_uADU414,FV6_uADU414,230,UC_MkjhQr_D_lGlO3uu-GxyA,2022-03-16
CVMXOO8xPtQ:byPF27PYV0Q,byPF27PYV0Q,112,UC24lkOxZYna9nlXYBcJ9B8Q,2022-03-16
1SKN6W6OWHI:eWO6_A55rbw,eWO6_A55rbw,309,UCR9Gcq0CMm6YgTzsDxAxjOQ,2022-03-16
-itkm17EulM:FV6_uADU414,FV6_uADU414,82,UC_MkjhQr_D_lGlO3uu-GxyA,2022-03-16
iU7GvbXU1Ug:HiseqboqSqY,iU7GvbXU1Ug,281,UCcJgOennb0II4a_qi9OMkRA,2022-03-17
iU7GvbXU1Ug:2U6WG1LEuaA,iU7GvbXU1Ug,94,UCcJgOennb0II4a_qi9OMkRA,2022-03-17
1SKN6W6OWHI:jHH5BSWT-FA,jHH5BSWT-FA,68,UC4YUKOBld2PoOLzk0YZ80lw,2022-03-17
eWO6_A55rbw:jHH5BSWT-FA,jHH5BSWT-FA,154,UC4YUKOBld2PoOLzk0YZ80lw,2022-03-17
YvhwPOkht8M:1SKN6W6OWHI,YvhwPOkht8M,234,UC9lJXqw4QZw-HWaZH6sN-xw,2022-03-18
YvhwPOkht8M:FV6_uADU414,YvhwPOkht8M,230,UC9lJXqw4QZw-HWaZH6sN-xw,2022-03-18
hb8M6nnGCJg:0u8QF-gTceo,hb8M6nnGCJg,114,UC4O9HKe9Jt5yAhKuNv3LXpQ,2022-03-18
iU7GvbXU1Ug:2U6WG1LEuaA,2U6WG1LEuaA,94,UCU9pX8hKcrx06XfOB-VQLdw,2022-03-18
WIZsVwAF_24:-Kdysmq0xzc,WIZsVwAF_24,374,UCu17Sme-KE87ca9OTzP0p7g,2022-03-19
-Kdysmq0xzc:Pf2g9jAgeLw,Pf2g9jAgeLw,96,UC1GJ5aeqpEWklMBQ3oXrPQQ,2022-03-19
i8d6Ja2V1VU:uZpEk1YNTA4,i8d6Ja2V1VU,93,UCuQYHhF6on6EXXO-_i_ClHQ,2022-03-20
16xWv_xi6uA:0u8QF-gTceo,16xWv_xi6uA,137,UC24lkOxZYna9nlXYBcJ9B8Q,2022-03-20
hb8M6nnGCJg:0u8QF-gTceo,0u8QF-gTceo,114,UCUBsjvdHcwZd3ztdY1Zadcw,2022-03-20
16xWv_xi6uA:0u8QF-gTceo,0u8QF-gTceo,137,UCUBsjvdHcwZd3ztdY1Zadcw,2022-03-20
-Kdysmq0xzc:Pf2g9jAgeLw,-Kdysmq0xzc,96,UCuMJPFqazQI4SofSFEd-5zA,2022-03-22
WIZsVwAF_24:-Kdysmq0xzc,-Kdysmq0xzc,374,UCuMJPFqazQI4SofSFEd-5zA,2022-03-22
UNmAmYyR_PQ:mCVWIexzaIc,UNmAmYyR_PQ,278,UCcJgOennb0II4a_qi9OMkRA,2022-03-23
UNmAmYyR_PQ:PZX5UU2TvQg,UNmAmYyR_PQ,250,UCcJgOennb0II4a_qi9OMkRA,2022-03-23
tMIjH0Ed1iw:QxvfiCeXBXE,QxvfiCeXBXE,53,UC4YUKOBld2PoOLzk0YZ80lw,2022-03-23
WIy28Nv60bs:UNmAmYyR_PQ,UNmAmYyR_PQ,58,UCcJgOennb0II4a_qi9OMkRA,2022-03-23
UNmAmYyR_PQ:mCVWIexzaIc,mCVWIexzaIc,278,UCDpdtiUfcdUCzokpRWORRqA,2022-03-23
UNmAmYyR_PQ:PZX5UU2TvQg,PZX5UU2TvQg,250,UC_MkjhQr_D_lGlO3uu-GxyA,2022-03-23
uZpEk1YNTA4:UvOyQRJWBMc,uZpEk1YNTA4,53,UC24lkOxZYna9nlXYBcJ9B8Q,2022-03-24
i8d6Ja2V1VU:uZpEk1YNTA4,uZpEk1YNTA4,93,UC24lkOxZYna9nlXYBcJ9B8Q,2022-03-24
WIy28Nv60bs:uZpEk1YNTA4,uZpEk1YNTA4,113,UC24lkOxZYna9nlXYBcJ9B8Q,2022-03-24
WIy28Nv60bs:UNmAmYyR_PQ,WIy28Nv60bs,58,UCZ9x-z3iOnIbJxVpm1rsu2A,2022-03-25
WIy28Nv60bs:uZpEk1YNTA4,WIy28Nv60bs,113,UCZ9x-z3iOnIbJxVpm1rsu2A,2022-03-25
WIy28Nv60bs:UvOyQRJWBMc,WIy28Nv60bs,53,UCZ9x-z3iOnIbJxVpm1rsu2A,2022-03-25
107Wqb0GaTg:xtNxLF6PGOs,107Wqb0GaTg,113,UCu17Sme-KE87ca9OTzP0p7g,2022-03-26
107Wqb0GaTg:xtNxLF6PGOs,xtNxLF6PGOs,113,UCcJgOennb0II4a_qi9OMkRA,2022-03-27
ZMPidtvR4RA:epNpmyFheMs,ZMPidtvR4RA,342,UCu17Sme-KE87ca9OTzP0p7g,2022-03-30
1QVbu03ykOw:ItnGcZpyf8I,ItnGcZpyf8I,299,UCR9Gcq0CMm6YgTzsDxAxjOQ,2022-03-30
VRrm4nBYgz0:t9lDVaU0Yx8,VRrm4nBYgz0,300,UC4YUKOBld2PoOLzk0YZ80lw,2022-03-31
tMIjH0Ed1iw:hS87hXLHELA,hS87hXLHELA,92,UCuMJPFqazQI4SofSFEd-5zA,2022-03-31
kiVH4CjiHhI:CzrkZYl4_Sg,kiVH4CjiHhI,107,UC4O9HKe9Jt5yAhKuNv3LXpQ,2022-04-01
kiVH4CjiHhI:_4WlQ8j4yFY,kiVH4CjiHhI,65,UC4O9HKe9Jt5yAhKuNv3LXpQ,2022-04-01
1QVbu03ykOw:CzrkZYl4_Sg,1QVbu03ykOw,80,UCodkNmk9oWRTIYZdr_HuSlg,2022-04-01
1QVbu03ykOw:ItnGcZpyf8I,1QVbu03ykOw,299,UCodkNmk9oWRTIYZdr_HuSlg,2022-04-01
CzrkZYl4_Sg:hpjt5CjYISQ,CzrkZYl4_Sg,312.5,UCR9Gcq0CMm6YgTzsDxAxjOQ,2022-04-01
_4WlQ8j4yFY:MY0OXH69G08,_4WlQ8j4yFY,69,UCZ9x-z3iOnIbJxVpm1rsu2A,2022-04-01
rGds28SsDWM:_4WlQ8j4yFY,_4WlQ8j4yFY,207,UCZ9x-z3iOnIbJxVpm1rsu2A,2022-04-01
ZMPidtvR4RA:epNpmyFheMs,epNpmyFheMs,342,UCcJgOennb0II4a_qi9OMkRA,2022-04-01
kiVH4CjiHhI:CzrkZYl4_Sg,CzrkZYl4_Sg,107,UCR9Gcq0CMm6YgTzsDxAxjOQ,2022-04-01
kiVH4CjiHhI:_4WlQ8j4yFY,_4WlQ8j4yFY,65,UCZ9x-z3iOnIbJxVpm1rsu2A,2022-04-01
1QVbu03ykOw:CzrkZYl4_Sg,CzrkZYl4_Sg,80,UCR9Gcq0CMm6YgTzsDxAxjOQ,2022-04-01
CzrkZYl4_Sg:hpjt5CjYISQ,hpjt5CjYISQ,312.5,UCuMJPFqazQI4SofSFEd-5zA,2022-04-01
_4WlQ8j4yFY:MY0OXH69G08,MY0OXH69G08,69,UC24lkOxZYna9nlXYBcJ9B8Q,2022-04-01
rGds28SsDWM:_4WlQ8j4yFY,rGds28SsDWM,207,UCu17Sme-KE87ca9OTzP0p7g,2022-04-02
VRrm4nBYgz0:t9lDVaU0Yx8,t9lDVaU0Yx8,300,UCUBsjvdHcwZd3ztdY1Zadcw,2022-04-03
WIy28Nv60bs:UvOyQRJWBMc,UvOyQRJWBMc,53,UC1GJ5aeqpEWklMBQ3oXrPQQ,2022-04-04
uZpEk1YNTA4:UvOyQRJWBMc,UvOyQRJWBMc,53,UC1GJ5aeqpEWklMBQ3oXrPQQ,2022-04-04
gUz2XNwjTy8:9LuVFaji1P8,gUz2XNwjTy8,389,UCu17Sme-KE87ca9OTzP0p7g,2022-04-06
tMIjH0Ed1iw:CnxMIem2Oyw,tMIjH0Ed1iw,64,UClu2e7S8atp6tG2galK9hgg,2022-04-07
tMIjH0Ed1iw:hS87hXLHELA,tMIjH0Ed1iw,92,UClu2e7S8atp6tG2galK9hgg,2022-04-07
tMIjH0Ed1iw:QxvfiCeXBXE,tMIjH0Ed1iw,53,UClu2e7S8atp6tG2galK9hgg,2022-04-07
CnxMIem2Oyw:3SOU8hn12zo,CnxMIem2Oyw,991,UCuMJPFqazQI4SofSFEd-5zA,2022-04-07
tMIjH0Ed1iw:CnxMIem2Oyw,CnxMIem2Oyw,64,UCuMJPFqazQI4SofSFEd-5zA,2022-04-07
CnxMIem2Oyw:3SOU8hn12zo,3SOU8hn12zo,991,UC4YUKOBld2PoOLzk0YZ80lw,2022-04-07
1822jH-gFQk:9LuVFaji1P8,1822jH-gFQk,159,UC4O9HKe9Jt5yAhKuNv3LXpQ,2022-04-08
gUz2XNwjTy8:9LuVFaji1P8,9LuVFaji1P8,389,UC_MkjhQr_D_lGlO3uu-GxyA,2022-04-09
1822jH-gFQk:9LuVFaji1P8,9LuVFaji1P8,159,UC_MkjhQr_D_lGlO3uu-GxyA,2022-04-09
HVRGvFKHB1A:rWfLolwy9ys,HVRGvFKHB1A,222,UCcJgOennb0II4a_qi9OMkRA,2022-04-10
HVRGvFKHB1A:rWfLolwy9ys,rWfLolwy9ys,222,UC1GJ5aeqpEWklMBQ3oXrPQQ,2022-04-10
